苹果被5G撞了一下腰,自研，还是与高通冰释前嫌？,https://m.huxiu.com/article/293361.html,古泉君,1554807900,24
顺丰优选烧掉“10亿学费”，给零售业留下这笔财富,零售这件事上，有钱也难使鬼推磨。,https://m.huxiu.com/article/293344.html,房煜,1554791940,10
德云社，是家广告公司,运营大师郭德纲,https://m.huxiu.com/article/293382.html,X博士©,1554797700,23
阿里腾讯决战小程序,作为打破APP孤岛的基础工具，小程序的市场空间无限，巨头可各自攻城略地,https://m.huxiu.com/article/293429.html,燃财经,1554812580,0
年轻人，不要去私募,私募研究员，就是有工资的股民,https://m.huxiu.com/article/293426.html,港股那点事©,1554810457,5
【虎嗅晚报】成都银泰坠楼人员为某物业员工，阿里：不要消费逝者,生命可贵,https://m.huxiu.com/article/293418.html,Cuba Libre,1554809340,3
新氧一年收入超6亿元，整形生意也可以上市了,真暴利？,https://m.huxiu.com/article/293408.html,mrpuppybunny,1554808140,2
裸身与父亲骸骨合影，是中国艺术圈最丑陋表演之一,挑战一切公序良俗和既定规则，居然成了公众以为的艺术家规范,https://m.huxiu.com/article/293232.html,腾讯《大家》©,1554807600,3
外资为何跑步入场抄底中国？,为什么是现在这个时间节点？为什么是外资？为什么是北上广深？,https://m.huxiu.com/article/293392.html,PropTech研习社©,1554800917,7
两位诺奖女人向杀人机器发起了“攻击”,这并不是电影剧本，而是一幅关于未来战争的不祥图景,https://m.huxiu.com/article/293391.html,网易智能©,1554800590,7
充电2小时，通话5分钟？我对AirPods的意见有点大,但其实很多人不用面对AirPods电池老化的问题，因为没用几次，它们就不知道掉哪儿了,https://m.huxiu.com/article/293388.html,果壳©,1554800220,3
码农福音：AI预测源代码，再也不怕临时改需求了！,谷歌大脑的编程神技来了！,https://m.huxiu.com/article/293366.html,新智元,1554798180,2
谁在摧毁你的研究？一个材料的背锅之路,成也特氟龙，败也特氟龙,https://m.huxiu.com/article/293326.html,返朴,1554794280,10
格力将往何方,这是一家值得所有人尊重的公司，这是一段值得所有人尊重的历史,https://m.huxiu.com/article/293365.html,底层设计师©,1554792600,15
雷军这么努力，为什么小米还是干不过OV,小米还OK吗？,https://m.huxiu.com/article/293347.html,雨枫有话说©,1554792060,70
品牌的要素、消费升降级与最近的一些思考,闷头做生意，而不在乎产品究竟卖给谁的品牌，基本很难生存,https://m.huxiu.com/article/293354.html,悦人悦吟©,1554790920,3
京东7FRESH总裁王笑松、时尚居家平台事业群总裁胡胜利调离原岗,京东已开始实施核心高管轮岗计划,https://m.huxiu.com/article/293356.html,亿欧网©,1554790500,0
传卢米埃影城拟卖身恒大，外资影院为何纷纷退出内地市场？,如今影院收购的价格处在谷底，但卢米埃整体的估值仍不会是一个小数目,https://m.huxiu.com/article/293349.html,毒眸,1554786900,6
怎样的电子游戏称得上公平？（下）,游戏不必苛求绝对公平，但一个公平的游戏会在可能的范围内让更多玩家更长久地享受它,https://m.huxiu.com/article/293284.html,触乐网,1554786000,8
给高管股权激励时，如何设定KPI？,股权激励设计过程中非常关键的一步，往往是怎么定KPI,https://m.huxiu.com/article/293206.html,中欧国际工商学院©,1554777720,16
谁来接盘格力？,如果股权转让成功，格力电器依然面临诸多不确定性,https://m.huxiu.com/article/293304.html,棱镜深网,1554777600,14
硅谷封面：Facebook失速，帝国膨胀太快为困境埋下种子,脸书及其内部“主导力量”增长团队的罪与罚,https://m.huxiu.com/article/293306.html,腾讯新闻©,1554775680,9
莫迪的正反面,“为民众做事固然重要，但更重要的是告诉他们自己做了哪些事”,https://m.huxiu.com/article/293288.html,界面©,1554774000,9
不是Costa也不是雀巢，星巴克在美国的最大对手居然是......,抱歉，答案是一个“甜甜圈店”,https://m.huxiu.com/article/293285.html,零售威观察©,1554770760,5
怎样的电子游戏称得上公平？（上）,硬核游戏爱好者可能会反对“简单模式”，“手残玩家”则会认为前者是自负的,https://m.huxiu.com/article/293281.html,触乐网,1554769140,16
广东话有多强，你识得唔识得啊,猴赛雷呀,https://m.huxiu.com/article/293277.html,地球知识局©,1554767717,55
全面放开放宽落户限制，将带来怎样的人口格局？,在户籍改革的漫长征程上，国人已经奋斗了35年之久,https://m.huxiu.com/article/293260.html,付一夫,1554767640,37
【虎嗅早报】拼多多回应苹果停止供货：均为正品，补贴无上限；美团辟谣新一轮裁员：是晋升答辩,但究竟停止供货了没有？拼多多并未正面回应,https://m.huxiu.com/article/293276.html,敲敲格,1554766320,21
零食合众国,匠人文化能控制OEM模式的潜在风险吗,https://m.huxiu.com/article/292669.html,刘 宇 豪,1554766200,7
在我国，没有任何一张地图能告诉你你的真实位置,如果你出趟门把自己丢了，其实也很正常,https://m.huxiu.com/article/293246.html,把科学带回家©,1554727937,74
《风中有朵雨做的云》：《知音》搬上了大银幕,《风云雨》不过是一部捆绑了时代，身披“中国的魔幻主义”的狗血闹剧,https://m.huxiu.com/article/293244.html,mrpuppybunny,1554727800,14
【虎嗅晚报】格力明日复牌，将转让15%公司股票；故宫“看门人”单霁翔退休,答案总会来的,https://m.huxiu.com/article/293237.html,Cuba Libre,1554725940,3
苏系房企江湖：春风又绿江南岸,三百六十行，行行出状元，到最后，行行状元皆搞地产,https://m.huxiu.com/article/293235.html,地产风声,1554723760,36
努比亚的技能树点歪了,拍银河、双屏、腕机……,https://m.huxiu.com/article/293203.html,我不叫塞尔达,1554715560,16
你以为吴晓波是自媒体，但他铁了心要做教培公司,15亿元收购案能顺利过关吗？,https://m.huxiu.com/article/293205.html,敲敲格,1554714840,33
被偷拍的韩国女性,被偷拍的受访者中，其中93%的人因此患有精神疾病，过半数的人曾想过自杀,https://m.huxiu.com/article/293172.html,X博士©,1554714000,47
原来，737Max上的MCAS和我想的不完全一样,航空事故往往是因为多种因素共同导致的，不能简单认定“就是”某个简单原因,https://m.huxiu.com/article/293182.html,余晟以为©,1554711814,8
马斯克要带狗狗币上天了?,这个币种本身就是在玩梗的过程中被开发出来的,https://m.huxiu.com/article/293176.html,青年横财发展会©,1554710182,18
第一次零距离接触5G，竟然跟我想的不一样,5G距离我们还有多远？,https://m.huxiu.com/article/293134.html,虎跑团,1554709440,17
清明时分，他去悼念了捐献三种器官的儿子,从某种程度上，这种生命的接力，是逝者一家人继续生活的念想,https://m.huxiu.com/article/293174.html,北青深一度©,1554709437,8
身高的秘密,我为什么会这么高？和基因有什么关系？,https://m.huxiu.com/article/293156.html,礼来亚洲资本©,1554705420,20
野蛮人平安“收割”汽车之家：不到三年，爆赚500亿,战略转型，逃离黑洞；节流开源，加速变现,https://m.huxiu.com/article/293150.html,信义资本,1554705120,37
美国梦已丢失，贫富不均成了紧急问题,资本主义需要的是改革而不是被抛弃,https://m.huxiu.com/article/293141.html,华尔街见闻©,1554701640,17
为什么说媒体是“世界上最昂贵的奢侈品”,谁都希望自己说话被别人听见，越大声越好，可能这是拥有一家媒体的诱惑力所在,https://m.huxiu.com/article/293138.html,叔的刀法©,1554699660,15
日本房地产市场大起大落的终极逻辑,一次危机被消化，一次陷入“失去的二十年”,https://m.huxiu.com/article/293127.html,夏磊地产观察©,1554694380,44
小蓝、摩拜涨价，用户：不如自己买一辆,“补贴那么多钱，到最后会变本加厉收回来”,https://m.huxiu.com/article/293086.html,燃财经,1554688860,39
承认“我不知道”比想象中难多了，这是为什么？,我们对自己的无知视而不见,https://m.huxiu.com/article/293083.html,造就Talk,1554687000,18
60年来，日本设计是如何从抄袭大国，走到今天这一步的？,变态还是极致？,https://m.huxiu.com/article/293082.html,普象工业设计小站©,1554684648,73
中国游戏市场的昨天、今天和明天,中国游戏行业从最开始，就是与众不同的,https://m.huxiu.com/article/293080.html,游研社,1554683700,15
《新白娘子传奇》你不懂爱，雷峰塔会倒下来,没事儿别翻拍，众怒万人踩,https://m.huxiu.com/article/293079.html,娱乐硬糖,1554682978,18
柬埔寨非法性交易为何屡禁不止？,人穷志短,https://m.huxiu.com/article/293077.html,地球知识局©,1554681300,31
中国造车记,有一点已是共识，核心技术换不来，只能靠自己,https://m.huxiu.com/article/293050.html,衣公子的剑,1554680700,100
【虎嗅早报】京东取消快递员底薪：下调公积金比例，揽收加入绩效,还是“兄弟”吗？,https://m.huxiu.com/article/293075.html,敲敲格,1554680100,37
尴尬顺丰,叫好不叫座，叫座不挣钱,https://m.huxiu.com/article/293009.html,Eastland,1554678600,89
为什么有些人控制欲特别强？,控制是一种理性的力量，但想要控制一切的愿望，却源自一种非理性的情绪,https://m.huxiu.com/article/293061.html,人神共奋,1554648180,55
7 个揭露人性的经典心理学实验，看出了一身冷汗,人性啊,https://m.huxiu.com/article/293059.html,单向街书店©,1554645068,51
把单身的日子过成诗,不同的城市给予我们相同的孤独,https://m.huxiu.com/article/293058.html,看理想©,1554644527,43
假装优秀又怎样？那些年我吹过的牛，后来都成真了,先说结论：这招真的管用！,https://m.huxiu.com/article/293055.html,果壳©,1554642780,37
金融管制对草根更好吗,事与愿违的监管政策有多普遍呢？,https://m.huxiu.com/article/293051.html,经济观察报,1554641881,10
艺术展为何能成为日本的国家名片,若是错过了美本和艺展的话，说不定就永远错过了,https://m.huxiu.com/article/293049.html,腾讯《大家》©,1554641328,9
苹果扇蝴蝶翅膀，华强北报“强风”预警,生存是第一位的,https://m.huxiu.com/article/293044.html,懂懂笔记,1554640680,12
十问陆奇：努力，能力和机遇，谁能帮你跑赢未来？,陆奇：我们需要避免的，是试太多不同的方向，但一滴水都没看到,https://m.huxiu.com/article/293040.html,YC中国,1554639120,52
下一个十年，房子谢幕，这5个趋势将改写中国商业逻辑,抓住不变的，尽快跟上变了的,https://m.huxiu.com/article/293045.html,正和岛©,1554638340,80
人们在老佛爷百货究竟买的是什么？,答案没有你想象中那么简单,https://m.huxiu.com/article/293043.html,得到©,1554637440,7
移动12年的焦虑，每代人都有自己错过的时代机遇,你能看到多远的过去，就能看到多远的未来,https://m.huxiu.com/article/293042.html,格竹集,1554636972,12
超市一霸、泡面必备：火腿肠为何多产自河南？,河南人怎么那么爱火腿肠,https://m.huxiu.com/article/293039.html,国家人文历史©,1554636023,30
屡败屡战的谷歌机器人计划，都交了哪些学费？,互联网巨人再次向未来前行,https://m.huxiu.com/article/293025.html,脑极体,1554628980,3
官宣核电重启，众项目今年将陆续开工,核电终究是一种清洁能源,https://m.huxiu.com/article/293031.html,中国证券报©,1554627468,14
科学家称“任何细胞都可以是干细胞”,人体的奇妙世界,https://m.huxiu.com/article/293026.html,造就Talk,1554626580,10
中国晶圆代工双雄给本土半导体带来了什么？,总有一批人要先跑起来,https://m.huxiu.com/article/293023.html,半导体行业观察,1554623799,10
中国网红15年：从凤姐、张大奕到papi酱,中国网红即将抵达一个周期的尾声。,https://m.huxiu.com/article/293016.html,燃财经,1554619800,37
云集会是下一个拼多多吗？,发展可持续性存疑,https://m.huxiu.com/article/293015.html,中国企业家杂志©,1554614588,26
死亡很沉重，但我们必须要谈论它,其实我们离死亡一样近。,https://m.huxiu.com/article/293012.html,果壳©,1554613116,22
加减乘除混合题击败人工智能，这事你怎么看？【前沿技术周报】,我觉得，主要是因为人工智能不能掰手指头算,https://m.huxiu.com/article/293008.html,李赓,1554610200,4
后权健时代的落寞： “火疗一条街”变鬼城,曾经在当地煊赫一时的权健帝国，如今已经悄然成为一具空壳,https://m.huxiu.com/article/293005.html,华夏时报©,1554608954,16
为什么思维模型是最重要的财富,思维模型单一，导致大脑里想的只有几个特定模式的问题,https://m.huxiu.com/article/292997.html,硅谷王川,1554606960,102
“沙雕”是漫威和DC“腻味英雄”的救命丹吗？,沙赞的初步成功学，DC的全新武器,https://m.huxiu.com/article/292980.html,壹娱观察,1554606900,4
5G又快又稳？看全球第一批用户怎么说,真正看到5G的利好，可能要再等上一两年的时间,https://m.huxiu.com/article/292990.html,爱范儿,1554604800,14
吉利“倒向”日韩电池背后：中日韩动力电池竞争蔓延全球,日韩电池企业开启“抢单”模式，目标锁定外资或者合资车企,https://m.huxiu.com/article/292988.html,经济观察网©,1554604140,20
AI 学会你最拿手的小游戏之后,你会想拔了它的插头,https://m.huxiu.com/article/292986.html,把科学带回家©,1554603080,14
娄烨缺氧,娄烨没有以足够的银幕时间来解释这一切,https://m.huxiu.com/article/292985.html,枪稿©,1554603043,11
27岁还想不通的5件事，让152个小学生给你答案,152个小学生的真实告白,https://m.huxiu.com/article/292981.html,ONE文艺生活©,1554601547,61
作为农业大国，我们在植物学领域实现了一个重大突破,植物不能躲避病菌，但是会给它们“下套”,https://m.huxiu.com/article/292979.html,科学大院©,1554600312,11
他们潜入水下50米，把命交到别人手里,他死在了50米深的井下,https://m.huxiu.com/article/292789.html,谷雨实验室©,1554595200,31
美团COO干嘉伟：8年前，我看到未来互联网十人中有王兴,如果把创业归为0到100，我擅长的是从10到100,https://m.huxiu.com/article/292970.html,创业邦,1554556942,45
换机师的套路：几千台假iPhone换真机，两学生骗苹果600万,苹果公司与骗保团队一段旷日持久的“秘密战争”,https://m.huxiu.com/article/292969.html,每日经济新闻©,1554556194,29
在“一小时人生”里，普通玩家与夏娃们的悲喜剧,一个小时的社会学观察,https://m.huxiu.com/article/292795.html,游研社,1554552900,38
相信缓慢、平和、细水流长的力量,“如果这个世界上真的有英雄的话，那么这个英雄就一定是杰克·伯格”,https://m.huxiu.com/article/292965.html,阑夕,1554551187,69
“泛在”的本质是什么？,用物联网吃掉互联网，用数学吞掉物理，用场景干掉运营,https://m.huxiu.com/article/292950.html,角马能源©,1554551100,10
字节跳动的组织架构是什么样的？,字节跳动的员工数量增至40000人，甚至已经超过了35600人的Facebook,https://m.huxiu.com/article/292963.html,量子位,1554549375,55
90后，还愿意延迟满足吗？,公司制的黄昏,https://m.huxiu.com/article/292962.html,笔记侠,1554547720,29
人终有一死，问题只是该如何告别人世,当下的中国人，与死亡的距离特别遥远,https://m.huxiu.com/article/292889.html,腾讯《大家》©,1554544800,21
网红第一股流血上市，张大奕的面子和网红经济里子,张大奕风光的“面子”背后，或许正是网红经济风光不再的“里子”,https://m.huxiu.com/article/292955.html,锋芒智库,1554539100,27
巴菲特十大投资，一个十案十面的巴菲特,10项投资，看巴菲特投资理念精髓,https://m.huxiu.com/article/292954.html,老虎证券©,1554536280,40
波音737 Max将减产；5G商用网络正式启用，但却像4G | 过去24小时的新鲜事儿,祝各位假日安好,https://m.huxiu.com/article/292931.html,乌鸦骑警,1554521940,14
卡在热搜上那么久，铁扇公主为啥一直不跟牛魔王离婚？,你们啊，太坏了,https://m.huxiu.com/article/292923.html,花儿街参考,1554516480,76
机器人为什么还不能代替人去执行危险任务？【前沿技术周报】,可以帮助探测环境，但还不具备替人执行危险环境作业的能力,https://m.huxiu.com/article/292813.html,网事风云,1554516420,13
互联网中层员工为何尴尬？,被调整的总是中层干部,https://m.huxiu.com/article/292922.html,燃财经,1554516240,36
开飞机的团贷网,“匹凸匹”老板们通常有三大爱好：飞机、慈善和央视,https://m.huxiu.com/article/292921.html,菜团董指导©,1554515578,120
短视频上线防沉迷，各家都有致命伤,短视频跟上了游戏的步伐,https://m.huxiu.com/article/292919.html,锌刻度,1554513900,11
篮球、瑜伽、疏导、关爱：一座美国监狱中的实验,来看看美国监狱的文化生活,https://m.huxiu.com/article/292915.html,程贤Allen Chan,1554513840,14
房价收入比，其实就是个伪命题,房价收入比只反映了房子的居住属性，但没有反映出房子的资产属性,https://m.huxiu.com/article/292920.html,真叫卢俊©,1554513600,33
被流量思维洗脑的《最强大脑》，越轨了,既要口碑又要流量，却忽视直接受众群体的感受，终究无法长远发展,https://m.huxiu.com/article/292918.html,骨朵网络影视,1554512440,37
我家泰迪什么都有，只差一个“女朋友”,硬核养宠的年轻人让宠物市场有了越来越大的规模,https://m.huxiu.com/article/292917.html,腾讯创业©,1554510977,9
《风中有朵雨做的云》，不过是半出好戏,真是一场游戏一场梦,https://m.huxiu.com/article/292916.html,枪稿©,1554507190,27
天津爆炸案幸存消防员：我苟且偷生，是不想他们被遗忘,活下来的人希望人们永远记住那些逝去的英雄,https://m.huxiu.com/article/292907.html,FigureVideo,1554507060,39
解读ET302空难报告：从7000英尺直插地面坠毁,机长与副驾驶的配合完美默契，而波音737的设计缺陷毋庸置疑,https://m.huxiu.com/article/292901.html,资深机长陈建国©,1554469140,28
从麦当劳到金拱门：中信做对了什么？,股东确保公司能够做正确的事，而管理层确保公司去正确的做事,https://m.huxiu.com/article/292898.html,底层设计师©,1554467760,37
张首晟夫人清明悼文：今天为你竖起一座墓碑,一沙一世界，一花一天堂。无限在掌中，刹那即永恒,https://m.huxiu.com/article/292900.html,余晓帆©,1554467700,39
没有审美力是绝症，知识也救不了,在高仅1030mm，宽仅728mm的纸面上，我们却无数次地探索着自由和梦想,https://m.huxiu.com/article/292894.html,理想国imaginist©,1554464498,37
成人电影涌向众筹网站,不管你是不是老司机，都必须承认色情是互联网的中坚力量,https://m.huxiu.com/article/292891.html,爱范儿,1554461641,40
Facebook“后社交时代”的选择（下）：群组、原创KOL、加密货币,步履不停,https://m.huxiu.com/article/292888.html,东西文娱,1554459300,8
电子烟到底是一门什么样的生意？听听他们怎么说,电子烟不是一个风口，它是一个产业趋势,https://m.huxiu.com/article/292886.html,上道君©,1554456780,20
四大行财报中的民企生存现状,银行为什么不愿意贷款给民营小微企业？,https://m.huxiu.com/article/292873.html,一见财经,1554450360,21
能复活超级英雄的除了时间宝石，还有量子计算机？,是先进技术，还是庞大的行为艺术？,https://m.huxiu.com/article/292836.html,脑极体,1554449520,5
金融发展与贫富差距：一个日益迫切的社会学和伦理学问题,金融发展对社会的收入和贫富分配究竟有什么影响？,https://m.huxiu.com/article/292851.html,西泽研究院,1554443460,20
向猫狗投降的年轻人：猫和女朋友，我选猫,你永远不知道你的邻居养了什么,https://m.huxiu.com/article/292868.html,燃财经,1554439440,37
